Team,Position,Shirt number,Name,Minutes played,Games played,Percentage of games played,Full games played,Percentage of full games played,Games started,Percentage of games started,Games where substituted,Percentage of games where substituted,Yellow Cards,Red Cards,Second Yellows,Goals scored,Penalties scored,Own goals,Goals conceded while player on pitch,Tackles,Interceptions,Recoveries,Clearances,Successful tackles,Unssuccessful tackles,Last man,Successful duels,Duels lost,Successful aerial challenges,Unsuccessful aerial challenges,Offsides,Fouls suffered,Fouls committed,Penalties won,Penalties given away,Handballs committed,Fouls committed per card,Shots,Shots on target,Assists,Successful dribbles,Unsuccessful dribbles,Goals scored,From inside the area,From outside the area,Goals with left foot,Goals with right foot,Penalties scored,Goals scored with header,Goals from set piece,Crosses,Corners,Tackles,Duels,Man-to-man duels,Aerial duels,Passes,Short passes,Long passes,Through balls,Goals scored per attempt
SD Huesca,Midfielder,23,Musto,46,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,3,1,1,1,0,2,2,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,21,18,3,0,0
SD Huesca,Forward,9,Cucho Hernández,60,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,3,4,2,3,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,11,6,5,15,14,1,0,0
SD Huesca,Forward,19,Chimy Ávila,52,1,"89,0%",0,"22,0%",1,"51,0%",1,"68,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3,2,2,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,9,5,4,14,11,3,0,0
SD Huesca,Forward,22,Enric Gallego,41,1,"49,0%",0,"32,0%",0,"43,0%",0,"16,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,3,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,4,6,10,10,0,0,0
Sevilla FC,Goalkeeper,1,Tomáš Vaclík,78,1,"86,0%",1,"86,0%",1,"89,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,6,15,0,0
Sevilla FC,Goalkeeper,13,Juan Soriano,12,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0
Sevilla FC,Goalkeeper,39,Javier Díaz,3,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sevilla FC,Defender,3,Sergi Gómez,75,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,3,4,1,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,39,33,6,0,0
Sevilla FC,Defender,4,Kjaer,53,1,"68,0%",0,"41,0%",1,"65,0%",0,"27,0%",0,0,0,0,0,0,1,1,1,3,4,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,24,20,4,0,0
Sevilla FC,Defender,6,Carriço,61,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,3,1,1,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,29,24,5,0,0
Sevilla FC,Defender,14,Maximilian Wöber,19,0,"1,0%",0,"1,0%",0,"1,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,9,8,1,0,0
Sevilla FC,Defender,18,Escudero,41,1,"54,0%",0,"27,0%",1,"46,0%",0,"27,0%",0,0,0,0,0,0,0,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,2,20,18,2,0,0
Sevilla FC,Defender,23,Arana,29,0,"1,0%",0,"1,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,10,10,1,0,0
Sevilla FC,Defender,24,Gnagnon,12,0,"16,0%",0,"8,0%",0,"11,0%",0,"8,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,7,6,1,0,0
Sevilla FC,Defender,25,Mercado,46,1,"59,0%",0,"35,0%",1,"49,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,2,2,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,20,17,3,0,0
Sevilla FC,Midfielder,5,Amadou,20,0,"43,0%",0,"8,0%",0,"16,0%",0,"35,0%",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,9,8,1,0,0
Sevilla FC,Midfielder,7,R. Mesa,47,1,"2,0%",0,"1,0%",1,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,0,4,0,1,1,0,3,3,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6,6,1,25,23,2,0,0
Sevilla FC,Midfielder,10,Banega,77,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,8,1,1,1,0,6,5,0,1,0,2,2,0,0,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,2,3,2,12,11,1,60,51,9,0,0
Sevilla FC,Midfielder,11,Aleix Vidal,14,0,"27,0%",0,"5,0%",0,"11,0%",0,"22,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,7,6,1,0,0
Sevilla FC,Midfielder,15,Gonalons,15,0,"1,0%",0,"0,0%",0,"0,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,9,8,1,0,0
Sevilla FC,Midfielder,16,J. Navas,71,1,"84,0%",1,"73,0%",1,"81,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,5,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,5,4,2,37,32,5,0,0
Sevilla FC,Midfielder,17,Sarabia,74,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,0,0,0,0,3,4,0,1,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,3,3,1,8,7,1,33,31,2,0,0
Sevilla FC,Midfielder,20,Marko Rog,9,0,"24,0%",0,"0,0%",0,"8,0%",0,"24,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,5,0,0,0
Sevilla FC,Midfielder,22,Vázquez,60,1,"89,0%",0,"35,0%",1,"68,0%",1,"54,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,4,5,2,2,0,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,12,9,3,28,26,2,0,0
Sevilla FC,Midfielder,41,Bryan Gil Salvatierra,4,0,"27,0%",0,"0,0%",0,"0,0%",0,"27,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
Sevilla FC,Forward,8,Nolito,2,0,"8,0%",0,"0,0%",0,"3,0%",0,"8,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sevilla FC,Forward,9,Ben Yedder,74,1,"92,0%",1,"54,0%",1,"81,0%",0,"38,0%",0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,3,1,3,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,9,5,4,20,19,1,0,0
Sevilla FC,Forward,12,André Silva,72,1,"2,0%",1,"2,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,4,2,3,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,6,5,18,17,0,0,0
Sevilla FC,Forward,19,Munir,31,1,"59,0%",0,"14,0%",0,"32,0%",0,"46,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,10,9,0,0,0
Sevilla FC,Forward,21,Promes,44,1,"2,0%",0,"1,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,5,4,1,21,19,2,0,0
Valencia CF,Goalkeeper,1,Domenech,10,0,"8,0%",0,"8,0%",0,"8,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
Valencia CF,Goalkeeper,13,Neto,85,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,15,0,0
Valencia CF,Defender,4,Roncaglia,48,1,"1,0%",1,"1,0%",1,"1,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,23,20,3,0,0
Valencia CF,Defender,5,Gabriel Paulista,69,1,"78,0%",1,"73,0%",1,"78,0%",0,"5,0%",0,0,0,0,0,0,1,1,2,4,4,0,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,34,29,5,0,0
Valencia CF,Defender,12,Diakhaby,41,1,"57,0%",0,"41,0%",0,"41,0%",0,"16,0%",0,0,0,0,0,0,1,0,1,3,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,18,16,2,0,0
Valencia CF,Defender,14,Gayá,83,1,"92,0%",1,"89,0%",1,"92,0%",0,"3,0%",0,0,0,0,0,0,1,0,1,5,3,2,1,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,10,8,2,38,34,4,0,0
Valencia CF,Defender,15,Lato,8,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0
Valencia CF,Defender,21,Piccini ,51,1,"2,0%",1,"1,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,1,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,5,4,1,21,19,2,0,0
Valencia CF,Defender,24,Garay,58,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,2,4,1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,29,24,5,0,0
Valencia CF,Defender,36,Hugo Guillamón,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia CF,Midfielder,6,Kondogbia,33,1,"49,0%",0,"27,0%",0,"38,0%",0,"22,0%",0,0,0,0,0,0,0,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,20,17,3,0,0
Valencia CF,Midfielder,7,Gonçalo Guedes,39,1,"65,0%",0,"11,0%",1,"46,0%",1,"54,0%",0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,6,5,1,16,15,1,0,0
Valencia CF,Midfielder,8,Carlos Soler,65,1,"81,0%",1,"46,0%",1,"70,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,4,1,1,0,0,3,4,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,9,7,1,24,22,2,0,0
Valencia CF,Midfielder,10,Parejo,81,1,"95,0%",1,"84,0%",1,"92,0%",0,"11,0%",0,0,0,0,0,0,1,0,1,7,1,1,1,0,4,3,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,0,1,5,2,9,7,1,58,51,7,0,0
Valencia CF,Midfielder,11,Chéryshev,52,1,"2,0%",0,"1,0%",1,"2,0%",1,"1,0%",0,0,0,0,0,0,1,0,1,3,0,1,0,0,3,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,8,5,2,18,17,2,0,0
Valencia CF,Midfielder,16,Lee Kang-In,1,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia CF,Midfielder,17,Coquelin,47,1,"68,0%",0,"24,0%",1,"51,0%",0,"43,0%",0,0,0,0,0,0,0,0,1,4,1,1,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2,25,22,3,0,0
Valencia CF,Midfielder,18,Wass,62,1,"84,0%",1,"46,0%",1,"68,0%",0,"38,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,4,3,30,27,3,0,0
Valencia CF,Midfielder,37,Fran Navarro,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia CF,Forward,9,Gameiro,42,1,"86,0%",0,"19,0%",0,"43,0%",1,"68,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,11,11,0,0,0
Valencia CF,Forward,19,Rodrigo,67,1,"86,0%",1,"54,0%",1,"76,0%",0,"32,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,3,1,2,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,9,5,3,22,20,1,0,0
Valencia CF,Forward,20,Ferrán,22,1,"62,0%",0,"3,0%",0,"22,0%",1,"59,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,8,7,1,0,0
Valencia CF,Forward,22,S. Mina,49,1,"78,0%",0,"24,0%",1,"59,0%",1,"54,0%",0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,3,1,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,5,3,12,12,1,0,0
Valencia CF,Forward,23,Sobrino,33,1,"2,0%",0,"0,0%",0,"1,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6,4,3,8,8,0,0,0
Villarreal CF,Goalkeeper,1,S. Asenjo ,90,1,"3,0%",1,"3,0%",1,"3,0%",0,"0,0%",0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,15,0,0
Villarreal CF,Goalkeeper,13,Andrés Fdez,14,0,"14,0%",0,"14,0%",0,"14,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0
Villarreal CF,Goalkeeper,25,Barbosa,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Defender,,Quintillà,17,0,"16,0%",0,"14,0%",0,"16,0%",0,"3,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7,7,1,0,0
Villarreal CF,Defender,2,Mario Gaspar,70,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,0,1,3,2,1,1,0,2,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,5,3,29,25,3,0,0
Villarreal CF,Defender,3,Álvaro ,78,1,"86,0%",1,"81,0%",1,"86,0%",0,"5,0%",0,0,0,0,0,0,1,1,1,3,5,1,0,0,2,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,39,32,8,0,0
Villarreal CF,Defender,4,Funes Mori,69,1,"81,0%",1,"70,0%",1,"76,0%",0,"11,0%",0,0,0,0,0,0,1,1,1,5,4,1,0,0,2,2,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,3,32,25,7,0,0
Villarreal CF,Defender,6,Víctor Ruiz,64,1,"2,0%",1,"2,0%",1,"2,0%",0,"0,0%",0,0,0,0,0,0,1,1,1,4,2,1,0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,3,39,33,6,0,0
Villarreal CF,Defender,11,J. Costa,39,1,"54,0%",0,"30,0%",1,"46,0%",0,"24,0%",0,0,0,0,0,0,1,0,1,2,1,1,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,3,1,21,18,2,0,0
Villarreal CF,Defender,15,Miguelón,19,0,"1,0%",0,"0,0%",0,"1,0%",0,"1,0%",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,1,6,5,1,0,0
Villarreal CF,Defender,23,Bonera,8,0,"1,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Villarreal CF,Midfielder,,Manuel Morlanes,16,0,"24,0%",0,"3,0%",0,"19,0%",0,"22,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,8,8,1,0,0
Villarreal CF,Midfielder,5,Cáseres,45,1,"2,0%",0,"1,0%",1,"1,0%",0,"1,0%",0,0,0,0,0,0,1,0,0,3,1,1,1,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,2,25,22,3,0,0
Villarreal CF,Midfielder,8,P. Fornals,67,1,"2,0%",1,"1,0%",1,"2,0%",0,"1,0%",0,0,0,0,0,0,1,0,1,4,0,1,1,0,4,4,1,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,10,7,2,31,28,2,0,0
Villarreal CF,Midfielder,10,Iborra,44,1,"49,0%",0,"43,0%",1,"49,0%",0,"5,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,21,19,1,0,0
Villarreal CF,Midfielder,14,M. Trigueros,41,1,"62,0%",0,"30,0%",1,"46,0%",0,"32,0%",0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,26,23,2,0,0
Villarreal CF,Midfielder,16,Pedraza,55,1,"89,0%",0,"43,0%",1,"57,0%",0,"46,0%",0,0,0,0,0,0,1,0,1,3,1,1,0,0,3,3,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,2,7,6,2,19,17,2,0,0
Villarreal CF,Midfielder,18,Javi Fuego,6,0,"11,0%",0,"0,0%",0,"5,0%",0,"11,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,0,0,0
Villarreal CF,Midfielder,19,S. Cazorla,70,1,"92,0%",1,"57,0%",1,"81,0%",0,"35,0%",0,0,0,0,0,0,1,0,1,5,0,1,1,0,5,4,0,1,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,2,3,2,9,8,1,41,36,5,0,0
Villarreal CF,Midfielder,21,Bruno,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Midfielder,22,Raba,5,0,"19,0%",0,"0,0%",0,"3,0%",0,"19,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
Villarreal CF,Midfielder,30,Samuel Chukwueze,46,1,"2,0%",0,"1,0%",1,"1,0%",1,"1,0%",0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,3,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,7,6,1,14,13,1,0,0
Villarreal CF,Midfielder,37,Iván Martín,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Midfielder,42,Andrei Ratiu,0,0,"0,0%",0,"0,0%",0,"0,0%",0,"0,0%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villarreal CF,Forward,7,Gerard,61,1,"92,0%",0,"43,0%",1,"68,0%",1,"49,0%",0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3,2,2,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,9,6,3,20,18,2,0,0
Villarreal CF,Forward,9,Bacca,33,1,"86,0%",0,"5,0%",0,"30,0%",1,"81,0%",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,7,7,0,0,0
Villarreal CF,Forward,17,Toko Ekambi,58,1,"2,0%",0,"1,0%",1,"2,0%",1,"2,0%",0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,3,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,5,2,14,13,1,0,0
